Channel,Count,Energy (keV)
13746,0,3034.8531965272296
13747,0,3035.1546961325967
13748,0,3035.4561957379638
13749,0,3035.757695343331
13750,0,3036.059194948698
13751,0,3036.360694554065
13752,0,3036.662194159432
13753,0,3036.9636937647992
13754,0,3037.2651933701654
13755,0,3037.5666929755325
13756,0,3037.8681925808996
13757,0,3038.1696921862667
13758,0,3038.471191791634
13759,0,3038.772691397001
13760,0,3039.074191002368
13761,0,3039.375690607735
13762,0,3039.677190213102
13763,0,3039.9786898184693
13764,0,3040.2801894238355
13765,0,3040.5816890292026
13766,1,3040.8831886345697
13767,0,3041.184688239937
13768,0,3041.486187845304
13769,0,3041.787687450671
13770,0,3042.089187056038
13771,0,3042.390686661405
13772,0,3042.6921862667723
13773,0,3042.9936858721394
13774,0,3043.2951854775056
13775,0,3043.5966850828727
13776,0,3043.89818468824
13777,0,3044.199684293607
13778,0,3044.501183898974
13779,0,3044.802683504341
13780,0,3045.104183109708
13781,0,3045.4056827150753
13782,0,3045.7071823204424
13783,0,3046.0086819258095
13784,0,3046.3101815311757
13785,0,3046.6116811365428
13786,0,3046.91318074191
13787,0,3047.214680347277
13788,0,3047.516179952644
13789,1,3047.817679558011
13790,0,3048.1191791633782
13791,0,3048.4206787687453
13792,0,3048.7221783741124
13793,0,3049.0236779794795
13794,0,3049.3251775848457
13795,0,3049.626677190213
13796,0,3049.92817679558
13797,0,3050.229676400947
13798,0,3050.531176006314
13799,0,3050.832675611681
13800,0,3051.1341752170483
13801,0,3051.4356748224154
13802,0,3051.7371744277825
13803,0,3052.0386740331496
13804,0,3052.340173638516
13805,0,3052.641673243883
13806,0,3052.94317284925
13807,0,3053.244672454617
13808,0,3053.546172059984
13809,1,3053.8476716653513
13810,0,3054.1491712707184
13811,1,3054.4506708760855
13812,0,3054.7521704814526
13813,0,3055.0536700868197
13814,0,3055.355169692186
13815,0,3055.656669297553
13816,0,3055.95816890292
13817,1,3056.259668508287
13818,0,3056.5611681136543
13819,0,3056.8626677190214
13820,0,3057.1641673243885
13821,0,3057.4656669297556
13822,0,3057.7671665351227
13823,0,3058.0686661404898
13824,0,3058.370165745856
13825,0,3058.671665351223
13826,0,3058.97316495659
13827,0,3059.2746645619573
13828,0,3059.5761641673244
13829,1,3059.8776637726914
13830,1,3060.1791633780585
13831,0,3060.4806629834256
13832,1,3060.7821625887927
13833,0,3061.08366219416
13834,0,3061.385161799527
13835,0,3061.686661404893
13836,0,3061.9881610102602
13837,0,3062.2896606156273
13838,0,3062.5911602209944
13839,0,3062.8926598263615
13840,0,3063.1941594317286
13841,0,3063.4956590370957
13842,0,3063.797158642463
13843,0,3064.09865824783
13844,0,3064.400157853197
13845,0,3064.701657458563
13846,0,3065.0031570639303
13847,0,3065.3046566692974
13848,0,3065.6061562746645
13849,0,3065.9076558800316
13850,0,3066.2091554853987
13851,0,3066.510655090766
13852,0,3066.812154696133
13853,0,3067.1136543015
13854,0,3067.415153906867
13855,0,3067.7166535122333
13856,0,3068.0181531176004
13857,1,3068.3196527229675
13858,0,3068.6211523283346
13859,0,3068.9226519337017
13860,0,3069.2241515390688
13861,0,3069.525651144436
13862,0,3069.827150749803
13863,0,3070.12865035517
13864,0,3070.430149960537
13865,0,3070.7316495659034
13866,0,3071.0331491712705
13867,0,3071.3346487766376
13868,1,3071.6361483820046
13869,0,3071.9376479873717
13870,0,3072.239147592739
13871,1,3072.540647198106
13872,0,3072.842146803473
13873,0,3073.14364640884
13874,0,3073.4451460142072
13875,0,3073.7466456195734
13876,0,3074.0481452249405
13877,0,3074.3496448303076
13878,0,3074.6511444356747
13879,0,3074.952644041042
13880,0,3075.254143646409
13881,0,3075.555643251776
13882,0,3075.857142857143
13883,0,3076.15864246251
13884,0,3076.4601420678773
13885,0,3076.7616416732435
13886,0,3077.0631412786106
13887,0,3077.3646408839777
13888,0,3077.666140489345
13889,0,3077.967640094712
13890,0,3078.269139700079
13891,1,3078.570639305446
13892,0,3078.872138910813
13893,0,3079.1736385161803
13894,0,3079.4751381215474
13895,0,3079.7766377269136
13896,0,3080.0781373322807
13897,0,3080.379636937648
13898,0,3080.681136543015
13899,0,3080.982636148382
13900,0,3081.284135753749
13901,0,3081.585635359116
13902,0,3081.8871349644833
13903,0,3082.1886345698504
13904,0,3082.4901341752175
13905,0,3082.7916337805846
13906,0,3083.0931333859508
13907,0,3083.394632991318
13908,0,3083.696132596685
13909,0,3083.997632202052
13910,0,3084.299131807419
13911,0,3084.6006314127862
13912,0,3084.9021310181533
13913,0,3085.2036306235204
13914,0,3085.5051302288875
13915,1,3085.8066298342546
13916,0,3086.108129439621
13917,0,3086.409629044988
13918,0,3086.711128650355
13919,0,3087.012628255722
13920,0,3087.314127861089
13921,0,3087.6156274664563
13922,0,3087.9171270718234
13923,0,3088.2186266771905
13924,0,3088.5201262825576
13925,0,3088.8216258879247
13926,0,3089.123125493291
13927,0,3089.424625098658
13928,0,3089.726124704025
13929,0,3090.027624309392
13930,0,3090.3291239147593
13931,0,3090.6306235201264
13932,0,3090.9321231254935
13933,1,3091.2336227308606
13934,0,3091.5351223362277
13935,0,3091.836621941595
13936,0,3092.138121546961
13937,0,3092.439621152328
13938,0,3092.741120757695
13939,0,3093.0426203630623
13940,0,3093.3441199684294
13941,0,3093.6456195737965
13942,0,3093.9471191791636
13943,0,3094.2486187845307
13944,0,3094.5501183898978
13945,0,3094.851617995265
13946,0,3095.153117600631
13947,0,3095.454617205998
13948,0,3095.7561168113652
13949,0,3096.0576164167323
13950,0,3096.3591160220994
13951,0,3096.6606156274665
13952,0,3096.9621152328336
13953,0,3097.2636148382007
13954,0,3097.565114443568
13955,0,3097.866614048935
13956,0,3098.168113654301
13957,0,3098.469613259668
13958,0,3098.7711128650353
13959,0,3099.0726124704024
13960,0,3099.3741120757695
13961,1,3099.6756116811366
13962,0,3099.9771112865037
13963,0,3100.278610891871
13964,0,3100.580110497238
13965,0,3100.881610102605
13966,0,3101.183109707971
13967,0,3101.4846093133383
13968,0,3101.7861089187054
13969,0,3102.0876085240725
13970,0,3102.3891081294396
13971,0,3102.6906077348067
13972,0,3102.992107340174
13973,0,3103.293606945541
13974,0,3103.595106550908
13975,0,3103.896606156275
13976,0,3104.198105761642
13977,0,3104.4996053670084
13978,0,3104.8011049723755
13979,0,3105.1026045777426
13980,0,3105.4041041831097
13981,0,3105.7056037884768
13982,0,3106.007103393844
13983,0,3106.308602999211
13984,0,3106.610102604578
13985,0,3106.911602209945
13986,0,3107.2131018153123
13987,0,3107.5146014206784
13988,0,3107.8161010260455
13989,0,3108.1176006314126
13990,0,3108.4191002367797
13991,0,3108.720599842147
13992,0,3109.022099447514
13993,0,3109.323599052881
13994,0,3109.625098658248
13995,0,3109.9265982636152
13996,0,3110.2280978689823
13997,0,3110.5295974743485
13998,0,3110.8310970797156
13999,0,3111.1325966850827
14000,0,3111.43409629045
14001,0,3111.735595895817
14002,1,3112.037095501184
14003,0,3112.338595106551
14004,0,3112.640094711918
14005,1,3112.9415943172853
14006,0,3113.2430939226524
14007,0,3113.5445935280186
14008,0,3113.8460931333857
14009,0,3114.147592738753
14010,0,3114.44909234412
14011,0,3114.750591949487
14012,0,3115.052091554854
14013,1,3115.353591160221
14014,0,3115.6550907655883
14015,0,3115.9565903709554
14016,1,3116.2580899763225
14017,0,3116.5595895816887
14018,0,3116.8610891870558
14019,0,3117.162588792423
14020,0,3117.46408839779
14021,0,3117.765588003157
14022,0,3118.067087608524
14023,0,3118.3685872138913
14024,0,3118.6700868192584
14025,0,3118.9715864246255
14026,0,3119.2730860299926
14027,1,3119.5745856353587
14028,0,3119.876085240726
14029,0,3120.177584846093
14030,0,3120.47908445146
14031,0,3120.780584056827
14032,0,3121.0820836621942
14033,0,3121.3835832675613
14034,0,3121.6850828729284
14035,0,3121.9865824782955
14036,0,3122.2880820836626
14037,0,3122.589581689029
14038,0,3122.891081294396
14039,0,3123.192580899763
14040,0,3123.49408050513
14041,0,3123.795580110497
14042,0,3124.0970797158643
14043,0,3124.3985793212314
14044,0,3124.7000789265985
14045,0,3125.0015785319656
14046,0,3125.3030781373327
14047,0,3125.6045777427
14048,0,3125.906077348066
14049,0,3126.207576953433
14050,0,3126.5090765588
14051,0,3126.8105761641673
14052,0,3127.1120757695344
14053,0,3127.4135753749015
14054,0,3127.7150749802686
14055,0,3128.0165745856357
14056,0,3128.318074191003
14057,0,3128.61957379637
14058,0,3128.921073401736
14059,0,3129.222573007103
14060,0,3129.5240726124703
14061,0,3129.8255722178374
14062,0,3130.1270718232045
14063,0,3130.4285714285716
14064,0,3130.7300710339387
14065,0,3131.0315706393058
14066,0,3131.333070244673
14067,0,3131.63456985004
14068,0,3131.936069455406
14069,1,3132.2375690607732
14070,0,3132.5390686661403
14071,0,3132.8405682715074
14072,0,3133.1420678768745
14073,0,3133.4435674822416
14074,0,3133.7450670876087
14075,0,3134.046566692976
14076,0,3134.348066298343
14077,0,3134.64956590371
14078,1,3134.951065509076
14079,0,3135.2525651144433
14080,0,3135.5540647198104
14081,0,3135.8555643251775
14082,0,3136.1570639305446
14083,0,3136.4585635359117
14084,0,3136.760063141279
14085,0,3137.061562746646
14086,0,3137.363062352013
14087,0,3137.66456195738
14088,0,3137.9660615627463
14089,0,3138.2675611681134
14090,0,3138.5690607734805
14091,0,3138.8705603788476
14092,0,3139.1720599842147
14093,1,3139.473559589582
14094,0,3139.775059194949
14095,0,3140.076558800316
14096,0,3140.378058405683
14097,0,3140.67955801105
14098,0,3140.9810576164164
14099,0,3141.2825572217835
14100,0,3141.5840568271506
14101,0,3141.8855564325177
14102,0,3142.1870560378848
14103,1,3142.488555643252
14104,0,3142.790055248619
14105,0,3143.091554853986
14106,0,3143.393054459353
14107,0,3143.6945540647203
14108,0,3143.9960536700864
14109,0,3144.2975532754535
14110,0,3144.5990528808206
14111,1,3144.9005524861877
14112,0,3145.202052091555
14113,0,3145.503551696922
14114,0,3145.805051302289
14115,0,3146.106550907656
14116,0,3146.408050513023
14117,0,3146.7095501183903
14118,0,3147.0110497237574
14119,0,3147.3125493291236
14120,0,3147.6140489344907
14121,0,3147.915548539858
14122,0,3148.217048145225
14123,0,3148.518547750592
14124,0,3148.820047355959
14125,0,3149.121546961326
14126,0,3149.4230465666933
14127,0,3149.7245461720604
14128,0,3150.0260457774275
14129,0,3150.3275453827937
14130,0,3150.629044988161
14131,0,3150.930544593528
14132,0,3151.232044198895
14133,0,3151.533543804262
14134,0,3151.835043409629
14135,0,3152.1365430149963
14136,0,3152.4380426203634
14137,0,3152.7395422257305
14138,0,3153.0410418310976
14139,0,3153.3425414364638
14140,0,3153.644041041831
14141,0,3153.945540647198
14142,0,3154.247040252565
14143,0,3154.548539857932
14144,0,3154.8500394632993
14145,0,3155.1515390686664
14146,0,3155.4530386740335
14147,0,3155.7545382794005
14148,1,3156.0560378847676
14149,0,3156.357537490134
14150,0,3156.659037095501
14151,0,3156.960536700868
14152,0,3157.262036306235
14153,0,3157.5635359116022
14154,0,3157.8650355169693
14155,0,3158.1665351223364
14156,0,3158.4680347277035
14157,0,3158.7695343330706
14158,0,3159.0710339384377
14159,0,3159.372533543804
14160,0,3159.674033149171
14161,0,3159.975532754538
14162,0,3160.277032359905
14163,0,3160.5785319652723
14164,0,3160.8800315706394
14165,0,3161.1815311760065
14166,0,3161.4830307813736
14167,0,3161.7845303867407
14168,1,3162.086029992108
14169,0,3162.387529597474
14170,1,3162.689029202841
14171,0,3162.990528808208
14172,0,3163.2920284135753
14173,0,3163.5935280189424
14174,0,3163.8950276243095
14175,0,3164.1965272296766
14176,0,3164.4980268350437
14177,0,3164.799526440411
14178,0,3165.101026045778
14179,0,3165.402525651144
14180,0,3165.704025256511
14181,0,3166.0055248618783
14182,0,3166.3070244672454
14183,0,3166.6085240726125
14184,1,3166.9100236779796
14185,0,3167.2115232833467
14186,0,3167.5130228887137
14187,1,3167.814522494081
14188,0,3168.116022099448
14189,0,3168.417521704814
14190,0,3168.7190213101812
14191,0,3169.0205209155483
14192,0,3169.3220205209154
14193,0,3169.6235201262825
14194,0,3169.9250197316496
14195,0,3170.2265193370167
14196,0,3170.528018942384
14197,0,3170.829518547751
14198,0,3171.131018153118
14199,0,3171.432517758485
14200,0,3171.7340173638513
14201,0,3172.0355169692184
14202,0,3172.3370165745855
14203,0,3172.6385161799526
14204,0,3172.9400157853197
14205,0,3173.241515390687
14206,0,3173.543014996054
14207,0,3173.844514601421
14208,0,3174.146014206788
14209,0,3174.447513812155
14210,0,3174.7490134175214
14211,0,3175.0505130228885
14212,0,3175.3520126282556
14213,0,3175.6535122336227
14214,0,3175.95501183899
14215,0,3176.256511444357
14216,0,3176.558011049724
14217,0,3176.859510655091
14218,0,3177.161010260458
14219,0,3177.4625098658253
14220,0,3177.7640094711915
14221,0,3178.0655090765586
14222,0,3178.3670086819257
14223,0,3178.6685082872928
14224,0,3178.97000789266
14225,0,3179.271507498027
14226,0,3179.573007103394
14227,0,3179.874506708761
14228,0,3180.1760063141282
14229,0,3180.4775059194953
14230,0,3180.7790055248615
14231,0,3181.0805051302286
14232,0,3181.3820047355957
14233,0,3181.683504340963
14234,0,3181.98500394633
14235,0,3182.286503551697
14236,0,3182.588003157064
14237,0,3182.889502762431
14238,0,3183.1910023677983
14239,0,3183.4925019731654
14240,0,3183.7940015785316
14241,0,3184.0955011838987
14242,0,3184.397000789266
14243,0,3184.698500394633
14244,0,3185.0
14245,0,3185.301499605367
14246,0,3185.602999210734
14247,0,3185.9044988161013
14248,0,3186.2059984214684
14249,0,3186.5074980268355
14250,0,3186.8089976322017
14251,0,3187.110497237569
14252,0,3187.411996842936
14253,0,3187.713496448303
14254,0,3188.01499605367
14255,0,3188.316495659037
14256,0,3188.6179952644043
14257,0,3188.9194948697714
14258,0,3189.2209944751385
14259,0,3189.5224940805056
14260,0,3189.8239936858718
14261,0,3190.125493291239
14262,0,3190.426992896606
14263,0,3190.728492501973
14264,0,3191.02999210734
14265,0,3191.3314917127072
14266,0,3191.6329913180743
14267,0,3191.9344909234414
14268,0,3192.2359905288085
14269,0,3192.5374901341756
14270,0,3192.8389897395427
14271,0,3193.140489344909
14272,0,3193.441988950276
14273,0,3193.743488555643
14274,0,3194.04498816101
14275,0,3194.3464877663773
14276,0,3194.6479873717444
14277,0,3194.9494869771115
14278,1,3195.2509865824786
14279,0,3195.5524861878457
14280,0,3195.853985793213
14281,0,3196.155485398579
14282,0,3196.456985003946
14283,0,3196.758484609313
14284,0,3197.0599842146803
14285,0,3197.3614838200474
14286,0,3197.6629834254145
14287,0,3197.9644830307816
14288,0,3198.2659826361487
14289,0,3198.567482241516
14290,0,3198.868981846883
14291,1,3199.170481452249
14292,0,3199.471981057616
14293,0,3199.7734806629833
14294,0,3200.0749802683504
14295,0,3200.3764798737175
14296,0,3200.6779794790846
14297,0,3200.9794790844517
14298,0,3201.2809786898188
14299,0,3201.582478295186
14300,0,3201.883977900553
14301,0,3202.185477505919
14302,0,3202.4869771112863
14303,0,3202.7884767166533
14304,0,3203.0899763220204
14305,0,3203.3914759273875
14306,0,3203.6929755327546
14307,0,3203.9944751381217
14308,0,3204.295974743489
14309,0,3204.597474348856
14310,0,3204.898973954223
14311,0,3205.200473559589
14312,0,3205.5019731649563
14313,0,3205.8034727703234
14314,0,3206.1049723756905
14315,0,3206.4064719810576
14316,0,3206.7079715864247
14317,0,3207.009471191792
14318,0,3207.310970797159
14319,0,3207.612470402526
14320,0,3207.913970007893
14321,0,3208.2154696132593
14322,0,3208.5169692186264
14323,0,3208.8184688239935
14324,0,3209.1199684293606
14325,0,3209.4214680347277
14326,1,3209.722967640095
14327,0,3210.024467245462
14328,0,3210.325966850829
14329,0,3210.627466456196
14330,0,3210.928966061563
14331,0,3211.2304656669294
14332,0,3211.5319652722965
14333,0,3211.8334648776636
14334,0,3212.1349644830307
14335,0,3212.4364640883978
14336,0,3212.737963693765
14337,0,3213.039463299132
14338,1,3213.340962904499
14339,1,3213.642462509866
14340,0,3213.9439621152333
14341,0,3214.2454617206004
14342,0,3214.5469613259665
14343,0,3214.8484609313336
14344,0,3215.1499605367007
14345,0,3215.451460142068
14346,0,3215.752959747435
14347,0,3216.054459352802
14348,0,3216.355958958169
14349,0,3216.6574585635362
14350,0,3216.9589581689033
14351,0,3217.2604577742704
14352,0,3217.5619573796366
14353,0,3217.8634569850037
14354,1,3218.164956590371
14355,0,3218.466456195738
14356,0,3218.767955801105
14357,1,3219.069455406472
14358,1,3219.370955011839
14359,0,3219.6724546172063
14360,0,3219.9739542225734
14361,0,3220.2754538279405
14362,0,3220.5769534333067
14363,0,3220.878453038674
14364,0,3221.179952644041
14365,0,3221.481452249408
14366,0,3221.782951854775
14367,0,3222.084451460142
14368,0,3222.3859510655093
14369,0,3222.6874506708764
14370,0,3222.9889502762435
14371,0,3223.2904498816106
14372,0,3223.591949486977
14373,0,3223.893449092344
14374,0,3224.194948697711
14375,0,3224.496448303078
14376,0,3224.797947908445
14377,0,3225.0994475138123
14378,0,3225.4009471191794
14379,0,3225.7024467245465
14380,0,3226.0039463299136
14381,0,3226.3054459352807
14382,0,3226.606945540647
14383,0,3226.908445146014
14384,0,3227.209944751381
14385,0,3227.511444356748
14386,0,3227.8129439621152
14387,0,3228.1144435674823
14388,0,3228.4159431728494
14389,0,3228.7174427782165
14390,0,3229.0189423835836
14391,0,3229.3204419889507
14392,0,3229.621941594317
14393,0,3229.923441199684
14394,0,3230.224940805051
14395,0,3230.526440410418
14396,0,3230.8279400157853
14397,0,3231.1294396211524
14398,0,3231.4309392265195
14399,0,3231.7324388318866
14400,0,3232.0339384372537
14401,0,3232.335438042621
14402,0,3232.636937647987
14403,0,3232.938437253354
14404,0,3233.239936858721
14405,0,3233.5414364640883
14406,0,3233.8429360694554
14407,0,3234.1444356748225
14408,0,3234.4459352801896
14409,0,3234.7474348855567
14410,0,3235.048934490924
14411,0,3235.350434096291
14412,0,3235.651933701658
14413,0,3235.953433307024
14414,1,3236.2549329123913
14415,0,3236.5564325177584
14416,0,3236.8579321231255
14417,0,3237.1594317284926
14418,0,3237.4609313338597
14419,0,3237.7624309392268
14420,0,3238.063930544594
14421,0,3238.365430149961
14422,0,3238.666929755328
14423,1,3238.9684293606942
14424,0,3239.2699289660613
14425,1,3239.5714285714284
14426,0,3239.8729281767955
14427,0,3240.1744277821626
14428,0,3240.4759273875297
14429,0,3240.777426992897
14430,0,3241.078926598264
14431,0,3241.380426203631
14432,0,3241.681925808998
14433,0,3241.9834254143643
14434,0,3242.2849250197314
14435,0,3242.5864246250985
14436,0,3242.8879242304656
14437,0,3243.1894238358327
14438,0,3243.4909234412
14439,0,3243.792423046567
14440,0,3244.093922651934
14441,0,3244.395422257301
14442,0,3244.696921862668
14443,0,3244.9984214680344
14444,0,3245.2999210734015
14445,0,3245.6014206787686
14446,0,3245.9029202841357
14447,0,3246.204419889503
14448,0,3246.50591949487
14449,0,3246.807419100237
14450,0,3247.108918705604
14451,0,3247.410418310971
14452,0,3247.7119179163383
14453,0,3248.0134175217045
14454,0,3248.3149171270716
14455,0,3248.6164167324387
14456,1,3248.9179163378058
14457,0,3249.219415943173
14458,0,3249.52091554854
14459,0,3249.822415153907
14460,0,3250.123914759274
14461,0,3250.4254143646413
14462,0,3250.7269139700084
14463,0,3251.0284135753745
14464,0,3251.3299131807416
14465,0,3251.6314127861087
14466,0,3251.932912391476
14467,0,3252.234411996843
14468,0,3252.53591160221
14469,0,3252.837411207577
14470,0,3253.1389108129442
14471,0,3253.4404104183113
14472,0,3253.7419100236784
14473,0,3254.0434096290446
14474,0,3254.3449092344117
14475,0,3254.646408839779
14476,0,3254.947908445146
14477,0,3255.249408050513
14478,0,3255.55090765588
14479,0,3255.852407261247
14480,0,3256.1539068666143
14481,1,3256.4554064719814
14482,0,3256.7569060773485
14483,0,3257.0584056827156
14484,0,3257.359905288082
14485,0,3257.661404893449
14486,0,3257.962904498816
14487,0,3258.264404104183
14488,0,3258.56590370955
14489,0,3258.8674033149173
14490,0,3259.1689029202844
14491,0,3259.4704025256515
14492,0,3259.7719021310186
14493,0,3260.0734017363857
14494,0,3260.374901341752
14495,0,3260.676400947119
14496,0,3260.977900552486
14497,0,3261.279400157853
14498,0,3261.5808997632203
14499,0,3261.8823993685874
14500,0,3262.1838989739545
14501,0,3262.4853985793216
14502,0,3262.7868981846887
14503,0,3263.0883977900558
14504,0,3263.389897395422
14505,0,3263.691397000789
14506,0,3263.992896606156
14507,0,3264.2943962115232
14508,0,3264.5958958168903
14509,0,3264.8973954222574
14510,0,3265.1988950276245
14511,0,3265.5003946329916
14512,0,3265.8018942383587
14513,0,3266.103393843726
14514,0,3266.404893449092
14515,0,3266.706393054459
14516,0,3267.007892659826
14517,0,3267.3093922651933
14518,0,3267.6108918705604
14519,0,3267.9123914759275
14520,0,3268.2138910812946
14521,0,3268.5153906866617
14522,0,3268.816890292029
14523,0,3269.118389897396
14524,0,3269.419889502762
14525,0,3269.721389108129
14526,0,3270.0228887134963
14527,0,3270.3243883188634
14528,0,3270.6258879242305
14529,0,3270.9273875295976
14530,0,3271.2288871349647
14531,0,3271.530386740332
14532,0,3271.831886345699
14533,1,3272.133385951066
14534,0,3272.434885556432
14535,0,3272.7363851617993
14536,0,3273.0378847671664
14537,0,3273.3393843725335
14538,0,3273.6408839779006
14539,0,3273.9423835832677
14540,0,3274.2438831886348
14541,0,3274.545382794002
14542,0,3274.846882399369
14543,0,3275.148382004736
14544,0,3275.4498816101022
14545,1,3275.7513812154693
14546,0,3276.0528808208364
14547,0,3276.3543804262035
14548,0,3276.6558800315706
14549,0,3276.9573796369377
14550,0,3277.258879242305
14551,0,3277.560378847672
14552,1,3277.861878453039
14553,0,3278.163378058406
14554,0,3278.4648776637723
14555,0,3278.7663772691394
14556,0,3279.0678768745065
14557,0,3279.3693764798736
14558,0,3279.6708760852407
14559,0,3279.972375690608
14560,0,3280.273875295975
14561,0,3280.575374901342
14562,0,3280.876874506709
14563,0,3281.178374112076
14564,0,3281.4798737174433
14565,0,3281.7813733228095
14566,0,3282.0828729281766
14567,0,3282.3843725335437
14568,0,3282.685872138911
14569,0,3282.987371744278
14570,0,3283.288871349645
14571,0,3283.590370955012
14572,0,3283.891870560379
14573,0,3284.1933701657463
14574,0,3284.4948697711134
14575,1,3284.7963693764796
14576,0,3285.0978689818467
14577,0,3285.3993685872138
14578,0,3285.700868192581
14579,0,3286.002367797948
14580,0,3286.303867403315
14581,0,3286.605367008682
14582,0,3286.9068666140492
14583,0,3287.2083662194163
14584,0,3287.5098658247834
14585,0,3287.8113654301496
14586,0,3288.1128650355167
14587,0,3288.414364640884
14588,0,3288.715864246251
14589,0,3289.017363851618
14590,0,3289.318863456985
14591,0,3289.620363062352
14592,0,3289.9218626677193
14593,0,3290.2233622730864
14594,0,3290.5248618784535
14595,0,3290.8263614838197
14596,0,3291.127861089187
14597,0,3291.429360694554
14598,0,3291.730860299921
14599,0,3292.032359905288
14600,0,3292.333859510655
14601,0,3292.6353591160223
14602,0,3292.9368587213894
14603,0,3293.2383583267565
14604,1,3293.5398579321236
14605,0,3293.84135753749
14606,0,3294.142857142857
14607,0,3294.444356748224
14608,0,3294.745856353591
14609,0,3295.047355958958
14610,0,3295.3488555643253
14611,0,3295.6503551696924
14612,0,3295.9518547750595
14613,0,3296.2533543804266
14614,0,3296.5548539857937
14615,0,3296.85635359116
14616,0,3297.157853196527
14617,0,3297.459352801894
14618,0,3297.760852407261
14619,0,3298.0623520126283
14620,0,3298.3638516179954
14621,0,3298.6653512233624
14622,1,3298.9668508287295
14623,0,3299.2683504340966
14624,0,3299.5698500394637
14625,0,3299.87134964483
14626,0,3300.172849250197
14627,0,3300.474348855564
14628,0,3300.7758484609312
14629,0,3301.0773480662983
14630,0,3301.3788476716654
14631,0,3301.6803472770325
14632,0,3301.9818468823996
14633,0,3302.2833464877667
14634,0,3302.584846093134
14635,0,3302.886345698501
14636,0,3303.187845303867
14637,0,3303.489344909234
14638,0,3303.7908445146013
14639,0,3304.0923441199684
14640,0,3304.3938437253355
14641,0,3304.6953433307026
14642,0,3304.9968429360697
14643,0,3305.298342541437
14644,0,3305.599842146804
14645,0,3305.901341752171
14646,0,3306.202841357537
14647,0,3306.5043409629043
14648,0,3306.8058405682714
14649,0,3307.1073401736385
14650,0,3307.4088397790056
14651,0,3307.7103393843727
14652,0,3308.0118389897398
14653,0,3308.313338595107
14654,0,3308.614838200474
14655,0,3308.916337805841
14656,0,3309.2178374112073
14657,0,3309.5193370165744
14658,0,3309.8208366219415
14659,0,3310.1223362273086
14660,0,3310.4238358326756
14661,0,3310.7253354380427
14662,0,3311.02683504341
14663,0,3311.328334648777
14664,0,3311.629834254144
14665,0,3311.931333859511
14666,0,3312.2328334648773
14667,0,3312.5343330702444
14668,0,3312.8358326756115
14669,0,3313.1373322809786
14670,0,3313.4388318863457
14671,0,3313.740331491713
14672,0,3314.04183109708
14673,0,3314.343330702447
14674,0,3314.644830307814
14675,0,3314.946329913181
14676,1,3315.2478295185474
14677,0,3315.5493291239145
14678,0,3315.8508287292816
14679,0,3316.1523283346487
14680,0,3316.453827940016
14681,0,3316.755327545383
14682,1,3317.05682715075
14683,0,3317.358326756117
14684,0,3317.659826361484
14685,0,3317.9613259668513
14686,0,3318.2628255722175
14687,0,3318.5643251775846
14688,0,3318.8658247829517
14689,0,3319.167324388319
14690,0,3319.468823993686
14691,0,3319.770323599053
14692,0,3320.07182320442
14693,0,3320.373322809787
14694,0,3320.6748224151543
14695,0,3320.9763220205214
14696,0,3321.2778216258876
14697,0,3321.5793212312547
14698,0,3321.8808208366218
14699,0,3322.182320441989
14700,0,3322.483820047356
14701,0,3322.785319652723
14702,0,3323.08681925809
14703,1,3323.3883188634572
14704,0,3323.6898184688243
14705,0,3323.9913180741914
14706,0,3324.2928176795585
14707,0,3324.5943172849247
14708,0,3324.895816890292
14709,0,3325.197316495659
14710,1,3325.498816101026
14711,0,3325.800315706393
14712,0,3326.10181531176
14713,0,3326.4033149171273
14714,1,3326.7048145224944
14715,0,3327.0063141278615
14716,0,3327.3078137332286
14717,0,3327.609313338595
14718,0,3327.910812943962
14719,0,3328.212312549329
14720,0,3328.513812154696
14721,0,3328.815311760063
14722,0,3329.1168113654303
14723,0,3329.4183109707974
14724,0,3329.7198105761645
14725,0,3330.0213101815316
14726,0,3330.3228097868987
14727,0,3330.624309392265
14728,1,3330.925808997632
14729,0,3331.227308602999
14730,0,3331.528808208366
14731,0,3331.8303078137333
14732,1,3332.1318074191004
14733,0,3332.4333070244675
14734,0,3332.7348066298346
14735,0,3333.0363062352017
14736,0,3333.3378058405688
14737,0,3333.639305445935
14738,0,3333.940805051302
14739,0,3334.242304656669
14740,0,3334.5438042620362
14741,0,3334.8453038674033
14742,0,3335.1468034727704
14743,0,3335.4483030781375
14744,0,3335.7498026835046
14745,0,3336.0513022888717
14746,1,3336.352801894239
14747,0,3336.654301499605
14748,0,3336.955801104972
14749,0,3337.257300710339
14750,0,3337.5588003157063
14751,0,3337.8602999210734
14752,0,3338.1617995264405
14753,0,3338.4632991318076
14754,0,3338.7647987371747
14755,0,3339.066298342542
14756,1,3339.367797947909
14757,0,3339.669297553275
14758,0,3339.970797158642
14759,0,3340.2722967640093
14760,0,3340.5737963693764
14761,0,3340.8752959747435
14762,0,3341.1767955801106
14763,0,3341.4782951854777
14764,0,3341.779794790845
14765,0,3342.081294396212
14766,0,3342.382794001579
14767,0,3342.684293606945
14768,0,3342.9857932123123
14769,0,3343.2872928176794
14770,0,3343.5887924230465
14771,0,3343.8902920284136
14772,0,3344.1917916337807
14773,0,3344.4932912391478
14774,0,3344.794790844515
14775,0,3345.096290449882
14776,0,3345.397790055249
14777,0,3345.699289660616
