Time,Count,Energy (keV)
913,1634,-586.496898
914,1580,-586.2098960000001
915,1616,-585.922894
916,1590,-585.635892
917,1659,-585.34889
918,1573,-585.061888
919,1545,-584.7748859999999
920,1600,-584.487884
921,1609,-584.200882
922,1599,-583.9138800000001
923,1552,-583.626878
924,1609,-583.339876
925,1640,-583.052874
926,1578,-582.765872
927,1610,-582.47887
928,1557,-582.191868
929,1700,-581.9048660000001
930,1606,-581.617864
931,1555,-581.330862
932,1638,-581.04386
933,1645,-580.756858
934,1554,-580.4698559999999
935,1619,-580.182854
936,1578,-579.895852
937,1517,-579.6088500000001
938,1631,-579.321848
939,1529,-579.034846
940,1543,-578.747844
941,1598,-578.460842
942,1669,-578.1738399999999
943,1520,-577.886838
944,1571,-577.599836
945,1609,-577.3128340000001
946,1640,-577.025832
947,1660,-576.73883
948,1589,-576.451828
949,1561,-576.164826
950,1589,-575.877824
951,1559,-575.590822
952,1560,-575.3038200000001
953,1560,-575.0168180000001
954,1531,-574.729816
955,1502,-574.442814
956,1574,-574.155812
957,1582,-573.8688099999999
958,1535,-573.581808
959,1578,-573.294806
960,1534,-573.0078040000001
961,1564,-572.720802
962,1567,-572.4338
963,1528,-572.146798
964,1613,-571.859796
965,1563,-571.5727939999999
966,1515,-571.285792
967,1599,-570.99879
968,1595,-570.7117880000001
969,1529,-570.424786
970,1584,-570.137784
971,1535,-569.850782
972,1633,-569.56378
973,1499,-569.276778
974,1507,-568.989776
975,1627,-568.7027740000001
976,1579,-568.4157720000001
977,1530,-568.12877
978,1530,-567.841768
979,1564,-567.554766
980,1527,-567.2677639999999
981,1421,-566.980762
982,1546,-566.69376
983,1527,-566.4067580000001
984,1531,-566.119756
985,1551,-565.832754
986,1509,-565.545752
987,1584,-565.25875
988,1549,-564.9717479999999
989,1544,-564.684746
990,1517,-564.397744
991,1472,-564.1107420000001
992,1495,-563.82374
993,1537,-563.536738
994,1507,-563.249736
995,1480,-562.962734
996,1415,-562.6757319999999
997,1477,-562.38873
998,1502,-562.101728
999,1518,-561.8147260000001
1000,1496,-561.527724
1001,1518,-561.240722
1002,1428,-560.95372
1003,1487,-560.666718
1004,1499,-560.379716
1005,1452,-560.092714
1006,1500,-559.8057120000001
1007,1517,-559.51871
1008,1429,-559.231708
1009,1488,-558.944706
1010,1448,-558.657704
1011,1498,-558.3707019999999
1012,1466,-558.0837
1013,1527,-557.796698
1014,1477,-557.5096960000001
1015,1427,-557.222694
1016,1471,-556.935692
1017,1445,-556.64869
1018,1445,-556.361688
1019,1409,-556.0746859999999
1020,1496,-555.787684
1021,1536,-555.500682
1022,1437,-555.2136800000001
1023,1458,-554.926678
1024,1390,-554.639676
1025,1453,-554.352674
1026,1392,-554.065672
1027,1446,-553.77867
1028,1449,-553.491668
1029,1470,-553.2046660000001
1030,1434,-552.9176640000001
1031,1376,-552.630662
1032,1404,-552.34366
1033,1497,-552.056658
1034,1447,-551.7696559999999
1035,1553,-551.482654
1036,1416,-551.195652
1037,1462,-550.9086500000001
1038,1359,-550.621648
1039,1428,-550.334646
1040,1422,-550.047644
1041,1417,-549.760642
1042,1450,-549.4736399999999
1043,1395,-549.186638
1044,1441,-548.899636
1045,1378,-548.6126340000001
1046,1431,-548.325632
1047,1478,-548.03863
1048,1434,-547.751628
1049,1411,-547.464626
1050,1393,-547.177624
1051,1360,-546.890622
1052,1404,-546.6036200000001
1053,1450,-546.3166180000001
1054,1392,-546.029616
1055,1460,-545.742614
1056,1405,-545.455612
1057,1412,-545.16861
1058,1437,-544.881608
1059,1407,-544.594606
1060,1450,-544.3076040000001
1061,1436,-544.020602
1062,1431,-543.7336
1063,1420,-543.446598
1064,1399,-543.159596
1065,1388,-542.8725939999999
1066,1394,-542.585592
1067,1390,-542.29859
1068,1373,-542.0115880000001
1069,1463,-541.724586
1070,1414,-541.437584
1071,1349,-541.150582
1072,1415,-540.86358
1073,1451,-540.5765779999999
1074,1357,-540.289576
1075,1365,-540.002574
1076,1350,-539.7155720000001
1077,1362,-539.42857
1078,1400,-539.141568
1079,1406,-538.854566
1080,1383,-538.567564
1081,1407,-538.280562
1082,1324,-537.99356
1083,1396,-537.7065580000001
1084,1409,-537.4195560000001
1085,1326,-537.132554
1086,1313,-536.845552
1087,1396,-536.55855
1088,1374,-536.2715479999999
1089,1356,-535.984546
1090,1365,-535.697544
1091,1426,-535.4105420000001
1092,1361,-535.12354
1093,1469,-534.836538
1094,1400,-534.549536
1095,1403,-534.262534
1096,1363,-533.9755319999999
1097,1426,-533.68853
1098,1454,-533.401528
1099,1421,-533.1145260000001
1100,1436,-532.827524
1101,1405,-532.540522
1102,1458,-532.25352
1103,1361,-531.966518
1104,1379,-531.679516
1105,1355,-531.392514
1106,1363,-531.1055120000001
1107,1400,-530.8185100000001
1108,1413,-530.531508
1109,1388,-530.244506
1110,1414,-529.957504
1111,1398,-529.6705019999999
1112,1409,-529.3835
1113,1390,-529.096498
1114,1381,-528.8094960000001
1115,1371,-528.522494
1116,1313,-528.235492
1117,1384,-527.94849
1118,1375,-527.661488
1119,1391,-527.3744859999999
1120,1372,-527.087484
1121,1381,-526.800482
1122,1376,-526.5134800000001
1123,1373,-526.226478
1124,1346,-525.939476
1125,1420,-525.652474
1126,1353,-525.365472
1127,1338,-525.07847
1128,1411,-524.791468
1129,1360,-524.5044660000001
1130,1399,-524.2174640000001
1131,1380,-523.930462
1132,1357,-523.64346
1133,1444,-523.356458
1134,1365,-523.069456
1135,1370,-522.782454
1136,1336,-522.495452
1137,1321,-522.2084500000001
1138,1354,-521.921448
