Time,Count,Energy (keV)
1272,29,-483.46318
1273,48,-483.176178
1274,28,-482.889176
1275,27,-482.602174
1276,36,-482.315172
1277,29,-482.02817
1278,32,-481.741168
1279,32,-481.454166
1280,41,-481.167164
1281,38,-480.88016200000004
1282,30,-480.59316
1283,36,-480.30615800000004
1284,27,-480.019156
1285,28,-479.73215400000004
1286,31,-479.445152
1287,32,-479.15815000000003
1288,39,-478.871148
1289,39,-478.58414600000003
1290,39,-478.297144
1291,26,-478.01014200000003
1292,46,-477.72314
1293,32,-477.436138
1294,34,-477.149136
1295,40,-476.862134
1296,32,-476.575132
1297,36,-476.28813
1298,36,-476.001128
1299,24,-475.714126
1300,37,-475.427124
1301,37,-475.140122
1302,28,-474.85312
1303,32,-474.566118
1304,35,-474.279116
1305,28,-473.992114
1306,31,-473.70511200000004
